batch,seqlen,method,rep,ms,tokens_per_s
32,512,sdpa_contig_gqa,49,0.023840000852942467,1342281.8311707561
32,512,flashinfer_paged,49,0.035711999982595444,896057.3481069523
32,512,sdpa_contig_dense,50,0.1181119978427887,270929.2924042581
32,512,sdpa_contig_gqa,50,0.023231999948620796,1377410.4713657994
32,512,flashinfer_paged,50,0.03564799949526787,897666.0809324763
32,512,sdpa_contig_dense,51,0.11772800236940384,271812.98719051766
32,512,sdpa_contig_gqa,51,0.023072000592947006,1386962.516366363
32,512,flashinfer_paged,51,0.03593600168824196,890471.9082999766
32,512,sdpa_contig_dense,52,0.1186240017414093,269759.90971673175
32,512,sdpa_contig_gqa,52,0.022911999374628067,1396648.0828135698
32,512,flashinfer_paged,52,0.03651199862360954,876424.222346131
32,512,sdpa_contig_dense,53,0.1189119964838028,269106.57415762736
32,512,sdpa_contig_gqa,53,0.023391999304294586,1367989.0967731455
32,512,flashinfer_paged,53,0.03564799949526787,897666.0809324763
32,512,sdpa_contig_dense,54,0.11910399794578552,268672.7612163443
32,512,sdpa_contig_gqa,54,0.023615999147295952,1355013.5990610425
32,512,flashinfer_paged,54,0.03651199862360954,876424.222346131
32,512,sdpa_contig_dense,55,0.11807999759912491,271002.71553729393
32,512,sdpa_contig_gqa,55,0.023072000592947006,1386962.516366363
32,512,flashinfer_paged,55,0.03574400022625923,895255.1420501416
32,512,sdpa_contig_dense,56,0.11999999731779099,266666.6726271313
32,512,sdpa_contig_gqa,56,0.023391999304294586,1367989.0967731455
32,512,flashinfer_paged,56,0.03587200120091438,892060.6302606924
32,512,sdpa_contig_dense,57,0.11785600334405899,271517.7767108042
32,512,sdpa_contig_gqa,57,0.02287999913096428,1398601.4517235411
32,512,flashinfer_paged,57,0.03590400144457817,891265.5612883585
32,512,sdpa_contig_dense,58,0.11814399808645248,270855.909045704
32,512,sdpa_contig_gqa,58,0.02380800060927868,1344085.9871084117
32,512,flashinfer_paged,58,0.03619199991226196,884173.3001098483
32,512,sdpa_contig_dense,59,0.11894399672746658,269034.17474125075
32,512,sdpa_contig_gqa,59,0.023391999304294586,1367989.0967731455
32,512,flashinfer_paged,59,0.036479998379945755,877193.0214117401
32,512,sdpa_contig_dense,60,0.11843200027942657,270197.24335061223
32,512,sdpa_contig_gqa,60,0.023423999547958374,1366120.244942931
32,512,flashinfer_paged,60,0.03619199991226196,884173.3001098483
32,512,sdpa_contig_dense,61,0.11840000003576279,270270.270188635
